packet,altitude,pressure,temperature,vertical_speed,battery,voltage,roll,pitch,yaw,lat,lon,sats,fix
236,0.00,1013.25,15.00,0.00,4.04,3.96,5.40,-4.20,134.90,28.622270,77.092942,10,FIX 3D
237,0.00,1013.25,15.20,0.00,4.04,3.96,-1.30,-6.20,150.20,28.622244,77.092983,11,FIX 3D
237,0.00,1013.25,15.20,0.00,4.04,3.96,-1.30,-6.20,150.20,28.622244,77.092983,11,FIX 3D
238,0.00,1013.25,15.00,0.00,4.04,3.96,-4.10,-6.70,165.30,28.622272,77.093048,8,FIX 3D
238,0.00,1013.25,15.00,0.00,4.04,3.96,-4.10,-6.70,165.30,28.622272,77.093048,8,FIX 3D
239,0.00,1013.25,14.80,0.00,4.04,3.96,-5.50,-8.10,180.50,28.622247,77.093087,11,FIX 3D
239,0.00,1013.25,14.80,0.00,4.04,3.96,-5.50,-8.10,180.50,28.622247,77.093087,11,FIX 3D
240,0.00,1013.25,14.70,0.00,4.04,3.96,-9.30,-8.80,195.70,28.622207,77.093144,9,FIX 3D
240,0.00,1013.25,14.70,0.00,4.04,3.96,-9.30,-8.80,195.70,28.622207,77.093144,9,FIX 3D
241,0.00,1013.25,15.00,0.00,4.04,3.96,-9.90,-7.40,210.90,28.622282,77.093130,10,FIX 3D
241,0.00,1013.25,15.00,0.00,4.04,3.96,-9.90,-7.40,210.90,28.622282,77.093130,10,FIX 3D
242,0.00,1013.25,14.80,0.00,4.04,3.96,-10.60,-6.70,226.10,28.622212,77.093184,8,FIX 3D
242,0.00,1013.25,14.80,0.00,4.04,3.96,-10.60,-6.70,226.10,28.622212,77.093184,8,FIX 3D
243,0.00,1013.25,14.90,0.00,4.04,3.96,-7.10,-4.20,241.30,28.622234,77.093133,11,FIX 3D
243,0.00,1013.25,14.90,0.00,4.04,3.96,-7.10,-4.20,241.30,28.622234,77.093133,11,FIX 3D
244,0.00,1013.25,15.10,0.00,4.04,3.96,-4.80,-1.00,256.30,28.622135,77.093157,11,FIX 3D
244,0.00,1013.25,15.10,0.00,4.04,3.96,-4.80,-1.00,256.30,28.622135,77.093157,11,FIX 3D
245,0.00,1013.25,15.20,0.00,4.04,3.96,0.20,0.80,271.50,28.622150,77.093059,12,FIX 3D
245,0.00,1013.25,15.20,0.00,4.04,3.96,0.20,0.80,271.50,28.622150,77.093059,12,FIX 3D
246,0.00,1013.25,14.90,0.00,4.04,3.96,6.70,3.80,286.70,28.622174,77.093028,8,FIX 3D
246,0.00,1013.25,14.90,0.00,4.04,3.96,6.70,3.80,286.70,28.622174,77.093028,8,FIX 3D
247,0.00,1013.25,15.30,0.00,4.04,3.96,8.80,6.00,302.00,28.622165,77.093126,10,FIX 3D
247,0.00,1013.25,15.30,0.00,4.04,3.96,8.80,6.00,302.00,28.622165,77.093126,10,FIX 3D
248,0.00,1013.25,15.30,0.00,4.04,3.96,10.90,6.10,317.20,28.622196,77.093187,12,FIX 3D
248,0.00,1013.25,15.30,0.00,4.04,3.96,10.90,6.10,317.20,28.622196,77.093187,12,FIX 3D
249,0.00,1013.25,14.80,0.00,4.04,3.96,11.00,7.30,332.40,28.622129,77.093204,10,FIX 3D
249,0.00,1013.25,14.80,0.00,4.04,3.96,11.00,7.30,332.40,28.622129,77.093204,10,FIX 3D
250,0.00,1013.25,15.00,0.00,4.03,3.95,7.40,8.20,347.60,28.622186,77.093232,12,FIX 3D
250,0.00,1013.25,15.00,0.00,4.03,3.95,7.40,8.20,347.60,28.622186,77.093232,12,FIX 3D
251,0.00,1013.25,15.20,0.00,4.03,3.95,5.80,6.80,2.70,28.622237,77.093242,8,FIX 3D
251,0.00,1013.25,15.20,0.00,4.03,3.95,5.80,6.80,2.70,28.622237,77.093242,8,FIX 3D
252,0.00,1013.25,14.90,0.00,4.03,3.95,0.60,7.00,17.90,28.622330,77.093332,8,FIX 3D
252,0.00,1013.25,14.90,0.00,4.03,3.95,0.60,7.00,17.90,28.622330,77.093332,8,FIX 3D
253,0.00,1013.25,14.80,0.00,4.02,3.94,-1.20,5.40,33.20,28.622277,77.093318,11,FIX 3D
253,0.00,1013.25,14.80,0.00,4.02,3.94,-1.20,5.40,33.20,28.622277,77.093318,11,FIX 3D
254,0.00,1013.25,15.20,0.00,4.02,3.94,-4.10,3.20,48.40,28.622375,77.093230,12,FIX 3D
254,0.00,1013.25,15.20,0.00,4.02,3.94,-4.10,3.20,48.40,28.622375,77.093230,12,FIX 3D
255,0.00,1013.25,14.80,0.00,4.02,3.94,-8.00,0.30,63.50,28.622471,77.093326,9,FIX 3D
255,0.00,1013.25,14.80,0.00,4.02,3.94,-8.00,0.30,63.50,28.622471,77.093326,9,FIX 3D
256,0.00,1013.25,14.70,0.00,4.01,3.93,-11.20,-2.80,78.70,28.622501,77.093345,11,FIX 3D
256,0.00,1013.25,14.70,0.00,4.01,3.93,-11.20,-2.80,78.70,28.622501,77.093345,11,FIX 3D
257,0.00,1013.25,15.20,0.00,4.01,3.93,-10.60,-3.60,93.90,28.622450,77.093420,8,FIX 3D
257,0.00,1013.25,15.20,0.00,4.01,3.93,-10.60,-3.60,93.90,28.622450,77.093420,8,FIX 3D
258,0.00,1013.25,14.70,0.00,4.00,3.92,-6.30,-6.10,109.00,28.622439,77.093363,12,FIX 3D
258,0.00,1013.25,14.70,0.00,4.00,3.92,-6.30,-6.10,109.00,28.622439,77.093363,12,FIX 3D
259,0.00,1013.25,15.20,0.00,4.00,3.92,-5.50,-7.20,124.40,28.622476,77.093439,10,FIX 3D
259,0.00,1013.25,15.20,0.00,4.00,3.92,-5.50,-7.20,124.40,28.622476,77.093439,10,FIX 3D
260,0.00,1013.25,15.10,0.00,3.99,3.91,-3.10,-7.10,139.40,28.622428,77.093430,9,FIX 3D
260,0.00,1013.25,15.10,0.00,3.99,3.91,-3.10,-7.10,139.40,28.622428,77.093430,9,FIX 3D
261,0.00,1013.25,15.30,0.00,3.99,3.91,4.00,-8.10,154.60,28.622418,77.093402,10,FIX 3D
261,0.00,1013.25,15.30,0.00,3.99,3.91,4.00,-8.10,154.60,28.622418,77.093402,10,FIX 3D
262,0.00,1013.25,14.80,0.00,3.98,3.90,5.70,-6.30,169.80,28.622409,77.093453,12,FIX 3D
262,0.00,1013.25,14.80,0.00,3.98,3.90,5.70,-6.30,169.80,28.622409,77.093453,12,FIX 3D
263,0.00,1013.25,14.90,0.00,3.98,3.90,9.00,-5.90,185.00,28.622353,77.093371,12,FIX 3D
263,0.00,1013.25,14.90,0.00,3.98,3.90,9.00,-5.90,185.00,28.622353,77.093371,12,FIX 3D
264,0.00,1013.25,14.90,0.00,3.97,3.89,8.30,-3.80,200.20,28.622422,77.093375,10,FIX 3D
264,0.00,1013.25,14.90,0.00,3.97,3.89,8.30,-3.80,200.20,28.622422,77.093375,10,FIX 3D
265,0.00,1013.25,15.20,0.00,3.97,3.89,9.10,-1.00,215.30,28.622456,77.093449,9,FIX 3D
265,0.00,1013.25,15.20,0.00,3.97,3.89,9.10,-1.00,215.30,28.622456,77.093449,9,FIX 3D
266,0.00,1013.25,14.80,0.00,3.97,3.89,9.20,0.80,230.50,28.622364,77.093389,9,FIX 3D
266,0.00,1013.25,14.80,0.00,3.97,3.89,9.20,0.80,230.50,28.622364,77.093389,9,FIX 3D
267,0.00,1013.25,15.20,0.00,3.96,3.88,4.10,3.20,245.60,28.622267,77.093309,11,FIX 3D
267,0.00,1013.25,15.20,0.00,3.96,3.88,4.10,3.20,245.60,28.622267,77.093309,11,FIX 3D
268,0.00,1013.25,14.90,0.00,3.96,3.88,-0.50,4.80,260.80,28.622299,77.093404,11,FIX 3D
268,0.00,1013.25,14.90,0.00,3.96,3.88,-0.50,4.80,260.80,28.622299,77.093404,11,FIX 3D
269,0.00,1013.25,14.80,0.00,3.95,3.87,-3.70,6.90,276.00,28.622292,77.093414,11,FIX 3D
269,0.00,1013.25,14.80,0.00,3.95,3.87,-3.70,6.90,276.00,28.622292,77.093414,11,FIX 3D
270,0.00,1013.25,14.90,0.00,3.95,3.87,-8.80,7.20,291.20,28.622274,77.093412,9,FIX 3D
270,0.00,1013.25,14.90,0.00,3.95,3.87,-8.80,7.20,291.20,28.622274,77.093412,9,FIX 3D
271,0.00,1013.25,15.30,0.00,3.95,3.87,-10.50,7.40,306.40,28.622344,77.093417,12,FIX 3D
271,0.00,1013.25,15.30,0.00,3.95,3.87,-10.50,7.40,306.40,28.622344,77.093417,12,FIX 3D
272,0.00,1013.25,15.00,0.00,3.95,3.87,-11.10,6.70,321.60,28.622375,77.093438,9,FIX 3D
272,0.00,1013.25,15.00,0.00,3.95,3.87,-11.10,6.70,321.60,28.622375,77.093438,9,FIX 3D
273,0.00,1013.25,14.80,0.00,3.94,3.86,-7.40,5.40,336.80,28.622287,77.093419,10,FIX 3D
273,0.00,1013.25,14.80,0.00,3.94,3.86,-7.40,5.40,336.80,28.622287,77.093419,10,FIX 3D
274,0.00,1013.25,15.10,0.00,3.94,3.86,-7.40,4.80,351.80,28.622256,77.093371,11,FIX 3D
274,0.00,1013.25,15.10,0.00,3.94,3.86,-7.40,4.80,351.80,28.622256,77.093371,11,FIX 3D
275,0.00,1013.25,15.00,0.00,3.94,3.86,-2.80,1.70,7.00,28.622290,77.093331,8,FIX 3D
275,0.00,1013.25,15.00,0.00,3.94,3.86,-2.80,1.70,7.00,28.622290,77.093331,8,FIX 3D
276,0.00,1013.25,15.20,0.00,3.94,3.86,0.20,0.00,22.20,28.622319,77.093322,12,FIX 3D
276,0.00,1013.25,15.20,0.00,3.94,3.86,0.20,0.00,22.20,28.622319,77.093322,12,FIX 3D
277,0.00,1013.25,15.20,0.00,3.94,3.86,3.20,-2.60,37.50,28.622306,77.093340,8,FIX 3D
277,0.00,1013.25,15.20,0.00,3.94,3.86,3.20,-2.60,37.50,28.622306,77.093340,8,FIX 3D
278,0.00,1013.25,14.80,0.00,3.94,3.86,8.70,-5.70,52.60,28.622398,77.093346,10,FIX 3D
278,0.00,1013.25,14.80,0.00,3.94,3.86,8.70,-5.70,52.60,28.622398,77.093346,10,FIX 3D
279,0.00,1013.25,15.20,0.00,3.94,3.86,9.60,-6.30,67.90,28.622494,77.093360,12,FIX 3D
279,0.00,1013.25,15.20,0.00,3.94,3.86,9.60,-6.30,67.90,28.622494,77.093360,12,FIX 3D
280,0.00,1013.25,15.20,0.00,3.94,3.86,10.30,-7.10,83.10,28.622580,77.093297,8,FIX 3D
280,0.00,1013.25,15.20,0.00,3.94,3.86,10.30,-7.10,83.10,28.622580,77.093297,8,FIX 3D
281,0.00,1013.25,14.80,0.00,3.94,3.86,7.10,-7.50,98.30,28.622670,77.093363,11,FIX 3D
281,0.00,1013.25,14.80,0.00,3.94,3.86,7.10,-7.50,98.30,28.622670,77.093363,11,FIX 3D
282,0.00,1013.25,15.00,0.00,3.94,3.86,5.50,-7.60,113.40,28.622603,77.093318,12,FIX 3D
282,0.00,1013.25,15.00,0.00,3.94,3.86,5.50,-7.60,113.40,28.622603,77.093318,12,FIX 3D
283,0.00,1013.25,15.00,0.00,3.94,3.86,1.40,-6.10,128.40,28.622639,77.093305,11,FIX 3D
283,0.00,1013.25,15.00,0.00,3.94,3.86,1.40,-6.10,128.40,28.622639,77.093305,11,FIX 3D
284,0.00,1013.25,14.80,0.00,3.95,3.87,-1.50,-3.90,143.70,28.622663,77.093376,12,FIX 3D
284,0.00,1013.25,14.80,0.00,3.95,3.87,-1.50,-3.90,143.70,28.622663,77.093376,12,FIX 3D
285,0.00,1013.25,14.90,0.00,3.95,3.87,-4.20,-3.60,158.90,28.622601,77.093287,10,FIX 3D
285,0.00,1013.25,14.90,0.00,3.95,3.87,-4.20,-3.60,158.90,28.622601,77.093287,10,FIX 3D
286,0.00,1013.25,15.00,0.00,3.95,3.87,-7.20,-0.40,174.10,28.622672,77.093293,11,FIX 3D
286,0.00,1013.25,15.00,0.00,3.95,3.87,-7.20,-0.40,174.10,28.622672,77.093293,11,FIX 3D
287,0.00,1013.25,14.90,0.00,3.95,3.87,-8.50,2.50,189.30,28.622609,77.093341,8,FIX 3D
287,0.00,1013.25,14.90,0.00,3.95,3.87,-8.50,2.50,189.30,28.622609,77.093341,8,FIX 3D
288,0.00,1013.25,15.20,0.00,3.96,3.88,-9.00,4.50,204.40,28.622667,77.093250,12,FIX 3D
288,0.00,1013.25,15.20,0.00,3.96,3.88,-9.00,4.50,204.40,28.622667,77.093250,12,FIX 3D
289,0.00,1013.25,15.00,0.00,3.96,3.88,-8.20,6.90,219.50,28.622682,77.093283,8,FIX 3D
289,0.00,1013.25,15.00,0.00,3.96,3.88,-8.20,6.90,219.50,28.622682,77.093283,8,FIX 3D
290,0.00,1013.25,15.20,0.00,3.96,3.88,-4.80,8.00,234.70,28.622705,77.093309,9,FIX 3D
290,0.00,1013.25,15.20,0.00,3.96,3.88,-4.80,8.00,234.70,28.622705,77.093309,9,FIX 3D
291,0.00,1013.25,14.90,0.00,3.97,3.89,-1.40,8.20,249.90,28.622664,77.093314,10,FIX 3D
291,0.00,1013.25,14.90,0.00,3.97,3.89,-1.40,8.20,249.90,28.622664,77.093314,10,FIX 3D
292,0.00,1013.25,14.90,0.00,3.97,3.89,1.60,7.50,265.10,28.622737,77.093260,11,FIX 3D
292,0.00,1013.25,14.90,0.00,3.97,3.89,1.60,7.50,265.10,28.622737,77.093260,11,FIX 3D
293,0.00,1013.25,15.10,0.00,3.97,3.89,8.10,7.40,280.20,28.622782,77.093213,10,FIX 3D
293,0.00,1013.25,15.10,0.00,3.97,3.89,8.10,7.40,280.20,28.622782,77.093213,10,FIX 3D
294,0.00,1013.25,15.10,0.00,3.98,3.90,7.00,5.40,295.40,28.622750,77.093216,11,FIX 3D
294,0.00,1013.25,15.10,0.00,3.98,3.90,7.00,5.40,295.40,28.622750,77.093216,11,FIX 3D
295,0.00,1013.25,15.10,0.00,3.98,3.90,10.20,4.10,310.70,28.622712,77.093306,11,FIX 3D
295,0.00,1013.25,15.10,0.00,3.98,3.90,10.20,4.10,310.70,28.622712,77.093306,11,FIX 3D
296,0.00,1013.25,15.10,0.00,3.98,3.90,11.10,1.80,325.80,28.622703,77.093330,8,FIX 3D
296,0.00,1013.25,15.10,0.00,3.98,3.90,11.10,1.80,325.80,28.622703,77.093330,8,FIX 3D
297,0.00,1013.25,15.30,0.00,3.98,3.90,6.90,-0.40,340.90,28.622750,77.093400,11,FIX 3D
297,0.00,1013.25,15.30,0.00,3.98,3.90,6.90,-0.40,340.90,28.622750,77.093400,11,FIX 3D
298,0.00,1013.25,14.90,0.00,3.99,3.91,2.40,-3.00,356.20,28.622833,77.093469,10,FIX 3D
298,0.00,1013.25,14.90,0.00,3.99,3.91,2.40,-3.00,356.20,28.622833,77.093469,10,FIX 3D
299,0.00,1013.25,14.80,0.00,3.99,3.91,0.50,-5.70,11.20,28.622791,77.093405,10,FIX 3D
299,0.00,1013.25,14.80,0.00,3.99,3.91,0.50,-5.70,11.20,28.622791,77.093405,10,FIX 3D
300,0.00,1013.25,15.20,0.00,3.99,3.91,-2.50,-6.80,26.30,28.622714,77.093481,9,FIX 3D
300,0.00,1013.25,15.20,0.00,3.99,3.91,-2.50,-6.80,26.30,28.622714,77.093481,9,FIX 3D
301,0.00,1013.25,14.90,0.00,3.99,3.91,-5.00,-7.80,41.40,28.622780,77.093498,10,FIX 3D
301,0.00,1013.25,14.90,0.00,3.99,3.91,-5.00,-7.80,41.40,28.622780,77.093498,10,FIX 3D
302,0.00,1013.25,15.00,0.00,3.99,3.91,-7.30,-7.10,56.40,28.622734,77.093570,9,FIX 3D
302,0.00,1013.25,15.00,0.00,3.99,3.91,-7.30,-7.10,56.40,28.622734,77.093570,9,FIX 3D
303,0.00,1013.25,14.80,0.00,3.99,3.91,-9.40,-8.20,71.50,28.622796,77.093608,8,FIX 3D
303,0.00,1013.25,14.80,0.00,3.99,3.91,-9.40,-8.20,71.50,28.622796,77.093608,8,FIX 3D
304,0.00,1013.25,15.10,0.00,4.00,3.92,-7.80,-6.90,86.60,28.622796,77.093696,11,FIX 3D
304,0.00,1013.25,15.10,0.00,4.00,3.92,-7.80,-6.90,86.60,28.622796,77.093696,11,FIX 3D
305,0.00,1013.25,15.00,0.00,4.00,3.92,-8.40,-4.40,101.80,28.622864,77.093615,11,FIX 3D
305,0.00,1013.25,15.00,0.00,4.00,3.92,-8.40,-4.40,101.80,28.622864,77.093615,11,FIX 3D
306,0.00,1013.25,15.30,0.00,4.00,3.92,-5.50,-1.90,117.00,28.622840,77.093572,10,FIX 3D
306,0.00,1013.25,15.30,0.00,4.00,3.92,-5.50,-1.90,117.00,28.622840,77.093572,10,FIX 3D
307,0.00,1013.25,14.90,0.00,3.99,3.91,1.70,1.00,132.10,28.622926,77.093578,10,FIX 3D
307,0.00,1013.25,14.90,0.00,3.99,3.91,1.70,1.00,132.10,28.622926,77.093578,10,FIX 3D
308,0.00,1013.25,14.90,0.00,3.99,3.91,3.80,3.00,147.30,28.622956,77.093504,9,FIX 3D
308,0.00,1013.25,14.90,0.00,3.99,3.91,3.80,3.00,147.30,28.622956,77.093504,9,FIX 3D
309,0.00,1013.25,15.10,0.00,3.99,3.91,8.60,5.30,162.40,28.622945,77.093437,11,FIX 3D
309,0.00,1013.25,15.10,0.00,3.99,3.91,8.60,5.30,162.40,28.622945,77.093437,11,FIX 3D
310,0.00,1013.25,14.90,0.00,3.99,3.91,8.80,6.00,177.40,28.622959,77.093488,8,FIX 3D
310,0.00,1013.25,14.90,0.00,3.99,3.91,8.80,6.00,177.40,28.622959,77.093488,8,FIX 3D
311,0.00,1013.25,15.20,0.00,3.99,3.91,9.00,8.50,192.50,28.622992,77.093494,10,FIX 3D
311,0.00,1013.25,15.20,0.00,3.99,3.91,9.00,8.50,192.50,28.622992,77.093494,10,FIX 3D
312,0.00,1013.25,15.10,0.00,3.99,3.91,8.40,8.90,207.60,28.623058,77.093503,12,FIX 3D
312,0.00,1013.25,15.10,0.00,3.99,3.91,8.40,8.90,207.60,28.623058,77.093503,12,FIX 3D
313,0.00,1013.25,15.30,0.00,3.98,3.90,4.70,7.10,222.60,28.623135,77.093477,10,FIX 3D
313,0.00,1013.25,15.30,0.00,3.98,3.90,4.70,7.10,222.60,28.623135,77.093477,10,FIX 3D
314,0.00,1013.25,14.70,0.00,3.98,3.90,0.80,7.10,237.60,28.623115,77.093549,8,FIX 3D
314,0.00,1013.25,14.70,0.00,3.98,3.90,0.80,7.10,237.60,28.623115,77.093549,8,FIX 3D
315,0.00,1013.25,14.70,0.00,3.98,3.90,-0.20,4.60,252.80,28.623134,77.093595,11,FIX 3D
315,0.00,1013.25,14.70,0.00,3.98,3.90,-0.20,4.60,252.80,28.623134,77.093595,11,FIX 3D
316,0.00,1013.25,14.80,0.00,3.97,3.89,-5.00,2.60,268.10,28.623088,77.093585,9,FIX 3D
316,0.00,1013.25,14.80,0.00,3.97,3.89,-5.00,2.60,268.10,28.623088,77.093585,9,FIX 3D
317,0.00,1013.25,14.70,0.00,3.97,3.89,-8.40,1.40,283.10,28.623014,77.093648,9,FIX 3D
317,0.00,1013.25,14.70,0.00,3.97,3.89,-8.40,1.40,283.10,28.623014,77.093648,9,FIX 3D
318,0.00,1013.25,14.80,0.00,3.96,3.88,-11.00,-2.00,298.50,28.622998,77.093564,12,FIX 3D
318,0.00,1013.25,14.80,0.00,3.96,3.88,-11.00,-2.00,298.50,28.622998,77.093564,12,FIX 3D
319,0.00,1013.25,15.20,0.00,3.96,3.88,-9.20,-4.80,313.70,28.623089,77.093657,8,FIX 3D
319,0.00,1013.25,15.20,0.00,3.96,3.88,-9.20,-4.80,313.70,28.623089,77.093657,8,FIX 3D
320,0.00,1013.25,15.30,0.00,3.95,3.87,-8.70,-6.20,328.90,28.623188,77.093638,12,FIX 3D
320,0.00,1013.25,15.30,0.00,3.95,3.87,-8.70,-6.20,328.90,28.623188,77.093638,12,FIX 3D
321,0.00,1013.25,14.90,0.00,3.95,3.87,-7.40,-7.20,344.10,28.623263,77.093631,8,FIX 3D
321,0.00,1013.25,14.90,0.00,3.95,3.87,-7.40,-7.20,344.10,28.623263,77.093631,8,FIX 3D
322,0.00,1013.25,15.30,0.00,3.94,3.87,-2.60,-7.10,359.20,28.623221,77.093560,12,FIX 3D
322,0.00,1013.25,15.30,0.00,3.94,3.87,-2.60,-7.10,359.20,28.623221,77.093560,12,FIX 3D
323,0.00,1013.25,14.80,0.00,3.94,3.86,0.60,-8.90,14.30,28.623177,77.093568,11,FIX 3D
323,0.00,1013.25,14.80,0.00,3.94,3.86,0.60,-8.90,14.30,28.623177,77.093568,11,FIX 3D
324,0.00,1013.25,15.10,0.00,3.93,3.86,7.30,-7.10,29.50,28.623186,77.093483,11,FIX 3D
324,0.00,1013.25,15.10,0.00,3.93,3.86,7.30,-7.10,29.50,28.623186,77.093483,11,FIX 3D
325,0.00,1013.25,14.80,0.00,3.93,3.85,10.40,-5.30,44.70,28.623100,77.093515,8,FIX 3D
325,0.00,1013.25,14.80,0.00,3.93,3.85,10.40,-5.30,44.70,28.623100,77.093515,8,FIX 3D
326,0.00,1013.25,15.10,0.00,3.93,3.85,8.70,-3.40,60.00,28.623095,77.093583,11,FIX 3D
326,0.00,1013.25,15.10,0.00,3.93,3.85,8.70,-3.40,60.00,28.623095,77.093583,11,FIX 3D
327,0.00,1013.25,15.30,0.00,3.92,3.84,10.70,-1.90,75.00,28.623154,77.093671,12,FIX 3D
327,0.00,1013.25,15.30,0.00,3.92,3.84,10.70,-1.90,75.00,28.623154,77.093671,12,FIX 3D
328,0.00,1013.25,15.00,0.00,3.92,3.84,8.50,1.80,90.20,28.623131,77.093751,11,FIX 3D
328,0.00,1013.25,15.00,0.00,3.92,3.84,8.50,1.80,90.20,28.623131,77.093751,11,FIX 3D
329,0.00,1013.25,14.80,0.00,3.91,3.83,2.90,2.80,105.20,28.623067,77.093661,11,FIX 3D
329,0.00,1013.25,14.80,0.00,3.91,3.83,2.90,2.80,105.20,28.623067,77.093661,11,FIX 3D
330,0.00,1013.25,14.80,0.00,3.91,3.83,1.30,5.70,120.30,28.623126,77.093674,8,FIX 3D
330,0.00,1013.25,14.80,0.00,3.91,3.83,1.30,5.70,120.30,28.623126,77.093674,8,FIX 3D
331,0.00,1013.25,15.10,0.00,3.90,3.83,-4.60,7.50,135.40,28.623086,77.093769,12,FIX 3D
331,0.00,1013.25,15.10,0.00,3.90,3.83,-4.60,7.50,135.40,28.623086,77.093769,12,FIX 3D
332,0.00,1013.25,15.00,0.00,3.90,3.82,-6.00,8.10,150.60,28.623007,77.093866,9,FIX 3D
332,0.00,1013.25,15.00,0.00,3.90,3.82,-6.00,8.10,150.60,28.623007,77.093866,9,FIX 3D
333,0.00,1013.25,14.70,0.00,3.90,3.82,-7.50,8.10,165.80,28.623018,77.093880,11,FIX 3D
333,0.00,1013.25,14.70,0.00,3.90,3.82,-7.50,8.10,165.80,28.623018,77.093880,11,FIX 3D
334,0.00,1013.25,15.30,0.00,3.90,3.82,-10.70,7.70,181.00,28.623034,77.093800,11,FIX 3D
334,0.00,1013.25,15.30,0.00,3.90,3.82,-10.70,7.70,181.00,28.623034,77.093800,11,FIX 3D
335,0.00,1013.25,14.90,0.00,3.89,3.82,-11.10,6.50,196.20,28.623117,77.093832,12,FIX 3D
335,0.00,1013.25,14.90,0.00,3.89,3.82,-11.10,6.50,196.20,28.623117,77.093832,12,FIX 3D
336,0.00,1013.25,14.70,0.00,3.89,3.81,-7.70,4.60,211.50,28.623159,77.093805,11,FIX 3D
336,0.00,1013.25,14.70,0.00,3.89,3.81,-7.70,4.60,211.50,28.623159,77.093805,11,FIX 3D
337,0.00,1013.25,14.70,0.00,3.89,3.81,-4.00,2.60,226.60,28.623221,77.093867,9,FIX 3D
337,0.00,1013.25,14.70,0.00,3.89,3.81,-4.00,2.60,226.60,28.623221,77.093867,9,FIX 3D
338,0.00,1013.25,15.20,0.00,3.89,3.81,1.50,0.20,241.80,28.623173,77.093959,8,FIX 3D
338,0.00,1013.25,15.20,0.00,3.89,3.81,1.50,0.20,241.80,28.623173,77.093959,8,FIX 3D
339,0.00,1013.25,14.80,0.00,3.89,3.81,4.90,-2.00,256.90,28.623213,77.094032,9,FIX 3D
339,0.00,1013.25,14.80,0.00,3.89,3.81,4.90,-2.00,256.90,28.623213,77.094032,9,FIX 3D
340,0.00,1013.25,14.90,0.00,3.89,3.81,8.70,-4.20,272.10,28.623261,77.094062,9,FIX 3D
340,0.00,1013.25,14.90,0.00,3.89,3.81,8.70,-4.20,272.10,28.623261,77.094062,9,FIX 3D
341,0.00,1013.25,15.00,0.00,3.89,3.81,9.30,-6.30,287.20,28.623359,77.094019,8,FIX 3D
341,0.00,1013.25,15.00,0.00,3.89,3.81,9.30,-6.30,287.20,28.623359,77.094019,8,FIX 3D
342,0.00,1013.25,15.20,0.00,3.89,3.81,8.70,-6.80,302.40,28.623280,77.094097,12,FIX 3D
342,0.00,1013.25,15.20,0.00,3.89,3.81,8.70,-6.80,302.40,28.623280,77.094097,12,FIX 3D
343,0.00,1013.25,15.00,0.00,3.89,3.81,7.50,-8.50,317.60,28.623185,77.094081,8,FIX 3D
343,0.00,1013.25,15.00,0.00,3.89,3.81,7.50,-8.50,317.60,28.623185,77.094081,8,FIX 3D
344,0.00,1013.25,14.80,0.00,3.89,3.81,4.60,-7.00,332.80,28.623249,77.094139,8,FIX 3D
344,0.00,1013.25,14.80,0.00,3.89,3.81,4.60,-7.00,332.80,28.623249,77.094139,8,FIX 3D
345,0.00,1013.25,14.80,0.00,3.89,3.82,3.30,-6.60,347.90,28.623330,77.094220,9,FIX 3D
345,0.00,1013.25,14.80,0.00,3.89,3.82,3.30,-6.60,347.90,28.623330,77.094220,9,FIX 3D
346,0.00,1013.25,15.10,0.00,3.90,3.82,0.50,-4.30,3.00,28.623341,77.094320,8,FIX 3D
346,0.00,1013.25,15.10,0.00,3.90,3.82,0.50,-4.30,3.00,28.623341,77.094320,8,FIX 3D
347,0.00,1013.25,14.90,0.00,3.90,3.82,-2.80,-2.30,18.20,28.623326,77.094251,8,FIX 3D
347,0.00,1013.25,14.90,0.00,3.90,3.82,-2.80,-2.30,18.20,28.623326,77.094251,8,FIX 3D
348,0.00,1013.25,15.10,0.00,3.90,3.82,-8.20,-0.40,33.30,28.623379,77.094165,10,FIX 3D
348,0.00,1013.25,15.10,0.00,3.90,3.82,-8.20,-0.40,33.30,28.623379,77.094165,10,FIX 3D
349,0.00,1013.25,15.10,0.00,3.90,3.83,-11.00,0.60,48.60,28.623355,77.094101,12,FIX 3D
349,0.00,1013.25,15.10,0.00,3.90,3.83,-11.00,0.60,48.60,28.623355,77.094101,12,FIX 3D
350,0.00,1013.25,15.00,0.00,3.91,3.83,-9.40,3.20,63.60,28.623307,77.094044,8,FIX 3D
350,0.00,1013.25,15.00,0.00,3.91,3.83,-9.40,3.20,63.60,28.623307,77.094044,8,FIX 3D
351,0.00,1013.25,15.00,0.00,3.91,3.83,-9.30,5.70,78.80,28.623229,77.094140,9,FIX 3D
351,0.00,1013.25,15.00,0.00,3.91,3.83,-9.30,5.70,78.80,28.623229,77.094140,9,FIX 3D
352,0.00,1013.25,15.20,0.00,3.91,3.83,-5.50,7.00,93.90,28.623173,77.094109,8,FIX 3D
352,0.00,1013.25,15.20,0.00,3.91,3.83,-5.50,7.00,93.90,28.623173,77.094109,8,FIX 3D
353,0.00,1013.25,14.80,0.00,3.92,3.84,-0.80,8.70,109.10,28.623081,77.094133,9,FIX 3D
353,0.00,1013.25,14.80,0.00,3.92,3.84,-0.80,8.70,109.10,28.623081,77.094133,9,FIX 3D
354,0.00,1013.25,15.00,0.00,3.92,3.84,1.30,7.90,124.30,28.623097,77.094231,9,FIX 3D
